spruch,explanation,category,source,rating,id
"Lieber natürliche Dummheit als künstliche Intelligenz.",,"Technik,Dummheit","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"671"
"Lieber neureich als nie reich.",,"Finanzen","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"672"
"Lieber niederträchtig als hochschwanger.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","8","673"
"Lieber oberaffengeil als unterallersau.",,"Wortspiel","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"674"
"Lieber Ostern als Western.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"675"
"Lieber Oxytocin als Botulinustoxin.",,"Health","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","3","676"
"Lieber reich und gesund als arm und krank.",,"Finanzen","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"677"
"Lieber Rosinen im Kopf als Haare im Kuchen.",,"Food","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"678"
"Lieber Rotwein als tot sein.",,"Saufen,Tod","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","8","679"
"Lieber Rummenigges Füße als Goethes Faust. ",,"Literatur,Anatomie","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","680"
"Lieber schizophren als ganz allein.",,"Health,Mental Health","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","681"
"Lieber Schweißperlen als gar keinen Schmuck.",,"Hygiene","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"682"
"Lieber sechs Stunden Uni am Tag als gar keinen Schlaf.",,"Lernen","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"683"
"Lieber Sonne im Herzen als einen Schatten auf der Lunge.",,"Health","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","684"
"Lieber spät und richtig als nie und falsch.",,"Lazy Town","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"685"
"Lieber stoned im Hirni als ein Freund von Birni.",,"Drogen","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","686"
"Lieber Susi und Sauna als Flora und Fauna.",,"Horny,Natur","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","687"
"Lieber süßen Nebel als sauren Regen.",,"Öko","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"688"
"Lieber träumen unter Bäumen als schaffen unter Affen.",,"Natur,Tiere","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"689"
"Lieber überlegen als unterstellen.",,"Weisheiten","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","690"
"Lieber ungebunden als angebunden.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"691"
"Lieber unheimlich drauf als total unten durch.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","692"
"Lieber viel Schulden als gar kein Geld.",,"Finanzen","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","6","693"
"Lieber von Picasso gemalt als vom Schicksal gezeichnet.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"694"
"Lieber Wein, Weib und Gesang als Bier, Mann und Gebrüll.",,"Saufen","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"695"
"Lieber Wurstfinger als Knoblauchzehen.",,"Food","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"696"
"Lieber Zoologe als Eiforscher im Tierpark.",,"Tiere","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","697"
"Lieber zusammen aus- als allein eingehen.",,"Love is Love","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"698"
"Lieber zwei Stunden Mathe als die unendliche Geschichte.",,"Lernen,Literatur","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","699"
"Liegen haben kurze Beine.",,"Lazy Town","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","6","700"
"Liegt der Bauer tot im Zimmer, lebt er nimmer.",,"Tod,Bauernweisheit","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","4","701"
"Liegt des Bauern Uhr im Mist, weiß er nicht, wie spät es ist.",,"Bauernweisheit","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","7","702"
"Ligaleiz Erdbeereis.",,"Drogen","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","5","703"
"Literatur - Sekundärliteratur - Tertiärliteratur - Makulatur.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"704"
"Löwenmaul und Leumund haben nur wenig gemeinsam.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"705"
"Lügen haben kurze Beine, aber tausend Füße.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"706"
"Macht der Blechknopf plötzlich peng, waren deine Jeans zu eng.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"707"
"Macht die Freaks zu Freakadellen.",,"Food,Denglisch","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","8","708"
"Macht endlich was ihr wollt!",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","709"
"Macht kaputt, was euch kaputt macht. ","(Ton Steine und Scherben)","Zitat","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","8","710"
"Mädchen, schützt euch - esst Knoblauch.",,"Sexismus","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"711"
"Magerquark macht uns stark; Haferbrei macht uns frei.",,"Food","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"712"
"Mama’s baby, Papa’s maybe.",,"Sexismus","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","3","713"
"Man düngt keinen Garten, indem man durch den Zaun furzt ","(angeblich von Marcel Reich-Ranicki; WDR-""Mitternachtsspitzen"", 6.10.2k12, 22:05)","Pipikaka","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"714"
"Man kann trinken und trinken und trinken, und wird doch nicht für voll genommen.",,"Saufen","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","715"
"Man soll den Tag nicht vor dem Elternabend loben.",,"Lernen","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"716"
"Man soll die Gäste feuern, wie sie fallen.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"717"
"Man soll nur schöne Frauen heiraten. Sonst hat man keine Aussicht, sie wieder loszuwerden.",,"Love is Love,Sexismus","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","718"
"Manche Ehefrau lässt lieber den Ofen ausgehen als ihren Mann.",,"Sexismus","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"719"
"Manche halten zehnmal leichter eine Rede als einmal ihr Wort.",,"Politik","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"720"
"Manche sind wie die Erde: immer auf Achse und trotzdem rund.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"721"
"Manche tun so viel für ihre Gesundheit, dass sie ganz krank davon werden.",,"Health","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"722"
"Manche würden eher sterben als nachdenken. Und sie tun es auch.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"723"
"Mancher braucht einen unter sich vor sich, um über sich nicht außer sich zu sein.",,"Paradox","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","724"
"Mancher fasst sich an den Kopf - und greift ins Leere.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"725"
"Männer aller Länder – verpisst euch.",,"Feminismus","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","8","726"
"Männer machen Geschichte, Frauen machen Geschichten.",,"Sexismus","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"727"
"Männer sind wie Schokolade, sie sind süß und machen dick.",,"Sexismus","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","728"
"Männer sind wie Zeitungen, erst wenn man sie unter Druck setzt, erscheinen sie.",,"Feminismus","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","7","729"
"Männer sind wie Zwiebeln: Man pellt Schale für Schale ab und was übrig bleibt ist zum Heulen.",,"Feminismus","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","5","730"
"Männer suchen das gewisse Etwas, Frauen etwas Gewisses.",,"Sexismus","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"731"
"Mein Bauch ist voll, mein Kopf ist hohl, ich glaub', ich bin der Kanzler Kohl.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"732"
"Mein Geist verfolgt mich, aber ich bin schneller.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"733"
"Mein Hobby ist kicken, aber leider habe ich einen Sprachkehler.",,"Horny","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","734"
"Mein Kopf sagt ""Steh auf und sei aktiv!"" Aber mein Körper grinst nur. ","(gesehen in Facebook, 11.6.2k14)","Lazy Town","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"735"
"Mein letzter Wille: Für den Mann die Pille.",,"Sexualität","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","9","736"
"Meine Freundin hat den Ernst des Lebens kennengelernt. Ich heiße leider Dieter.",,"Love is Love","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","5","737"
"Meine Glotze ist kaputt, drum lern' ich lesen.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"738"
"Mens sana in Campari Soda.","Mens sana in corpore sano",,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"739"
"Menschen mit sehr großen Ohren sind für's Segeln wie geboren.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"740"
"Mercedes, Villa, Swimming Pool - von Stoa reden ist so cool.",,"Antikapitalismus","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"741"
"Mich kennen heißt mich lieben.",,"Love is Love","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"742"
"Milch trinken ist besser als Quark reden.",,"Food","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"743"
"Mischt der Bauer Gift zur Butter, ist sie für die Schwiegermutter ","(gesehen am 21.3.2014 in Facebook)","Food","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"744"
"Mit dem Mist, den du baust, kannst du dennoch wachsen.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","745"
"Mit den Händen in den Taschen kann man keine Fliegen haschen.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"746"
"Mit des Bieres Hochgenuß wächst des Bauches Radius","Die Welt, Oktoberfest-Quiz, 21.9.2012","Saufen","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"747"
"Mit einer Mieze feierte er Silvester, und mit einem Kater Neujahr.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"748"
"Mit einer Wanze im Telefon wirst du zum Entertainer.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"749"
"Mit Haaren bunt so wie ein Smartie ist man der Hit auf jeder Party.",,"Punk","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"750"
"Mit Herz kann man Berge versetzen, aber ohne Kopf setzt man sie leicht an die falsche Stelle.",,"Weisheiten","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","751"
"Mit leerem Kopf nickt es sich leichter.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"752"
"Mit Phantasie kommt man leichter zu Geld als mit Geld zu Phantasie.",,"Finanzen","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"753"
"Mit Recht schimpft laut der Kakadu, sagt man zu ihm du Kacker du.",,"Tiere","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","3","754"
"Mit Wein, Weib und Gesang wird man garantiert nicht krank.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"755"
"Mitleid bekommt man geschenkt; Neid muss man sich verdienen.",,"Antikapitalismus","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"756"
"Montagmorgen 10 nach 8, und die Woche nimmt kein Ende.",,"Arbeit ist doof","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"757"
"Moral ist nur eine Schwäche des Gehirns.",,"Philosophie","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","758"
"Morgenstund hat Geruch im Mund.",,"Hygiene","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","10","759"
"Müde ist das Känguru, machet seinen Beutel zu, leget seine Ohren an, damit es besser schlafen kann.",,"Tiere,Reim","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","6","760"
"Müde und satt, wie schön is dat.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"761"
"Muht die Kuh laut im Getreide, war ein Loch im Zaun der Weide.",,"Tiere,Bauernweisheit","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","7","762"
"Multimedia ist, wenn es trotzdem klappt.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"763"
"Muss es erst duster sein, bevor uns ein Licht aufgeht?",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"764"
"Nachts ist kälter als draußen.",,"Random","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","6","765"
"Narrenhände betatschen Brust und Lende.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"766"
"Nehmt euch die Freiheit der Wissenschaft, entdeckt was ihr wollt.",,"Freiheit","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","767"
"Nepal statt Napalm.",,"Nie wieder Krieg!","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","768"
"Never eat more than you can lift.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","769"
"Nicht ducken – mucken.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","770"
"Nicht Güte zählt, sondern Bonität.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"771"
"Nicht jammern und picheln, sondern hammern und sicheln.",,"DDR,Kommunismus","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","7","772"
"Nicht jeder Mann, der raucht, ist ein Vulkan.",,"Health","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"773"
"Nicht jeder, der aus dem Rahmen fällt, war vorher im Bilde.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"774"
"Nicht jeder, der einen Vogel hat, ist ein Star.",,"Tiere","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"775"
"Nicht Milch und Quark – Solidarität macht stark.",,"Food","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","6","776"
"Nichts ist schwerer zu ertragen als Reißverschluß auf vollem Magen.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"777"
"Nichts ist wahr in der Seemansbar.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"778"
"Nieder mit dem Bockbier! Es lebe die Ziegenmilch!",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"779"
"Nieder mit dem Fahrstuhl.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","780"
"Nieder mit den Alpen – Freier Blick aufs Mittelmeer.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","3","781"
"Nieder mit der Schwerkraft - es lebe der Leichtsinn!",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"782"
"Niemand verschönt den Betriebsausflug so wie die, die nicht dabei sind.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"783"
"Nimm 's leicht, sonst nimmt 's ein anderer.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"784"
"Nimm alles, dann brauchst du nichts.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"785"
"Nimmt die Magd die Eier fort, schrein die Hühner „Kindermord“",,"Bauernweisheit","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","6","786"
"Nirwana ist nirgendwo, Banana ist überall.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"787"
"No Atomstrom in my Wohnhome.",,"Technik,Atomkraft Nein Danke,Reim","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","8","788"
"Noch bin ich klein und schlaf allein - bald bin ich groß, und dann geht's los.",,"Reim","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"789"
"Nonsens ist der Sieg des Geistes über die Vernunft.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"790"
"Nonsens statt Konsens.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","791"
"Nostalgie genügt nicht; du musst auch jünger werden!",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"792"
"Nur Äktschen bringt Sätisfäktschen.",,"Sexualität,Denglisch","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","4","793"
"Nur die Besten kommen nach Moskau.",,"DDR","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","794"
"Nur die dümmsten Kälber, wählen ihren Schlächter selber.",,"Politik,Bauernweisheit","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","795"
"Nur die Harten kommen in den Garten.",,"Natur","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"796"
"Nur Idioten halten Ordnung; ein Genie beherrscht das Chaos.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"797"
"O Herr, schmeiß Hirn vom Himmel.",,"Religion","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","4","798"
"Ob Eltern oder keine, entscheiden wir alleine.",,"Familie","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","7","799"
"Ohne Fleiß kein Preis; ohne Leim kein Reim.",,"Reim","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"800"
"Ohne Fleiß kein Verschleiß.",,"Reim","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"801"
"Ohne Knete keine Fete.",,"Reim,Finanzen","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","4","802"
"Ohne Lärm und viel Gebrüll macht das Blatt sein Chlorophyll.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"803"
"Ouzo statt Juso.",,"Politik,Reim,Saufen","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","8","804"
"Palmen statt Almen.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","805"
"Pampers für alle.",,"Hygiene","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","3","806"
"Per PKW nach Griechenland: Beulen nach Athen tragen.",,"Switcheroo","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","807"
"Pessimisten finden auch in der Fischsuppe ein Haar.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"808"
"Petting statt Pershing.",,"Nie wieder Krieg!","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","6","809"
"Pink heißt rosa, rosa färben heißt aber nicht pinkeln.",,"Pipikaka","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","810"
"Planung ist der Ersatz des Zufalls durch den Irrtum.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"811"
"Politik bedeutet Steuern zu erheben, die man selbst nicht zahlt.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"812"
"Politik ist die Kunst, Brände zu löschen, die man selbst gelegt hat.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"813"
"Politik und dumme Sprüche kommen aus der selben Küche.",,"Politik,Dummheit","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","814"
"Politiker an die Front, dann gibt es keinen Krieg mehr.",,"Politik,Nie wieder Krieg!","https://www.mundmische.de/bedeutung/10123-Politiker_an_die_Front_dann_gibt_es_keinen_Krieg_mehr","2","815"
"Polygamie ist Demokratie im Bett.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"816"
"Ponto, Buback, Schleyer – Die RAF ist reichlich teuer.",,"Gewalt","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","817"
"Praktisch denken - Särge schenken.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"818"
"Praktisch denken, Särge schenken",,"Tod,Reim","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","8","819"
"Praxis ist, wenn alles funktioniert und keiner weiß warum.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"820"
"Professorenglatze ist Waldsterben auf höherer Ebene.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"821"
"Pubertät ist, wenn die Eltern anfangen schwierig zu werden.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"822"
"Rache ist süß: Jede Süßigkeit rächt sich.",,"Food","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","823"
"Radfahrer aller Länder vereinigt euch. Ihr habt nichts zu verlieren außer eure Ketten.",,"Switcheroo","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","824"
"Raritäten, die in Massen auftreten, sind besonders selten.",,"Weisheiten","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","825"
"Ratschläge sind auch Schläge.",,"Gewalt","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","826"
"Rauche jetzt, zahle später.",,"Tod,Health","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","827"
"Raucht die Kuh wie ein Kamin, ist Kurzschluss in der Melkmaschin!",,"Bauernweisheit,Reim","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","6","828"
"Reden ist Silber, Ausreden sind Gold!",,"Switcheroo","https://www.sprueche.ws/coole-sprueche","3","829"
"Regnet's im Mai, ist der April vorbei. ","(Bauernregel)",,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"830"
"Rettet die Tierwelt, tragt keine Pudelmützen.",,"Tiere","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","3","831"
"Riech' ich dein Aroma, fall ich gleich ins Koma.",,"Hygiene","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","7","832"
"Rot denken, grün wählen, blau machen, schwarz schaffen.",,"Politik","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","833"
"Rote Haare, Sommersprossen sind die besten Bettgenossen.",,"Sexismus","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","834"
"Rote Lippen sind erotisch, blaue leider nicht eblautisch.",,"Switcheroo","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","835"
"Rückgrat bitte beim Chef abgeben.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"836"
"Ruhe ist der erste Bürgerfluch.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","837"
"Rülpst im Schweinestall der Knecht, wird's sogar den Schweinen schlecht.",,"Bauernweisheit,Reim","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","3","838"
"Rumpeldipumpel – Weg war der Kumpel.",,"Reim","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","6","839"
"Sage mir, warum, und ich sage dir, weshalb.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"840"
"Sauer macht lustig, der Wald lacht sich schon kaputt.",,"Natur","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"841"
"Schafft Weihnachten ab! Josef [nicht: Fischer] hat alles zugegeben.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"842"
"Schein oder nicht Schein, das ist hier die Frage!",,"Switcheroo","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","5","843"
"Schlanker Staat - dicker Profit.",,"Antikapitalismus","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"844"
"Schnauze, sonst Beule.",,"Gewalt","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"845"
"Schneeflöckchen, Weißröckchen, Stinksöckchen.",,"Hygiene","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"846"
"Schönheitschirurgen können auch ein langes Gesicht machen.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"847"
"Schule macht Angst, Angst macht Schule.",,"Lernen","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"848"
"Schutzhaft für alle, dann gibt's keine Krawalle.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"849"
